SDFB Person ID,Display Name,Gender,Historical Significance,Extant Birth Year,Extant Death Year,,,
10004852,Thomas Gilbert,male,clergyman and ejected minister,1613,1694,,,
10004032,John Evans,male,East India Company chaplain and Church of Ireland bishop of Meath,1652,1724,,,
10003165,Hugh Curwen,male,archbishop of Dublin,1500,1568,,,
10008146,Roger Maynwaring,male,bishop of St David's,1589,1653,,,
10007972,Gervase Markham,male,sheriff,1557,1637,,,
10001746,William Bulkeley,male,diarist,1691,1760,,,
10003153,William Cure the elder,male,,1514,1579,,,
10011340,Michael Sparke,male,bookseller,1586,1653,,,
10002361,William Cheselden,male,surgeon and anatomist,1688,1752,,,
10012034,William Townesend,male,master mason,1676,1739,,,
10007685,Thomas Lushington,male,author and theologian,1590,1661,,,
10012260,Sir John Vaughan,male,judge,1603,1674,,,
10006052,William Holder,male,Church of England clergyman and natural philosopher,1615,1698,,,
10000948,Sir Thomas Bendish,male,diplomat,1607,1674,,,
10005899,Sir Peter Heyman,male,politician,1580,1641,,,
10012261,John Vaughan,male,politician and colonial governor,1639,1713,,,
10005397,Joseph Hall,male,"bishop of Norwich, religious writer, and satirist",1574,1656,,,
10004332,Sir John Fitzjames,male,judge,1470,1538,,,
10007687,Elizabeth Lutton,female,Benedictine nun,1498,1553,,,
10004529,Richard Fox,male,"administrator, bishop of Winchester, and founder of Corpus Christi College, Oxford",1447,1528,,,
10002168,Patrick Cary,male,poet,1624,1657,,,
10004849,John Gilbert,male,archbishop of York,1693,1761,,,
10009356,Sir Thomas Parr,male,,1478,1517,,,
10001151,Robert Blake,male,naval and army officer,1598,1657,,,
10004985,Alexander Gordon,male,magnate,1414,1524,,,
10001662,Samuel Browne,male,Church of England clergyman,1574,1632,,,
10003465,Sir Gilbert Dethick,male,herald and diplomat,1499,1584,,,
10011218,John Smith,male,engraver,1652,1743,,,
10003083,Samuel Crossman,male,Church of England clergyman,1625,1684,,,
10013070,Sir John Wollaston,male,mayor of London,1585,1658,,,
10000111,John Alexander,male,minister of the Presbyterian General Synod of Ulster,1686,1743,,,
10004156,Christopher Feake,male,Fifth Monarchist leader,1611,1682,,,
10006837,Janet Kennedy,female,royal mistress,1498,1503,,,
10001077,John Birch,male,parliamentarian army officer and politician,1615,1691,,,
10005223,Thomas Grey,male,courtier,1455,1501,,,
10006653,Robert Johnson,male,composer and lutenist,1583,1633,,,
10004981,Daniel Gookin,male,colonial administrator,1612,1687,,,
10007688,Edward Luttrell,male,crayon portrait painter and engraver,1680,1724,,,
10012342,John Vesey,male,Church of Ireland archbishop of Tuam,1638,1716,,,
10003926,Sir John Eliot,male,politician,1592,1632,,,
10011167,John Skut,male,tailor,1519,1547,,,
10007341,George Leslie,male,,1403,1513,,,
10007539,Theophilus Lobb,male,physician and nonconformist minister,1678,1763,,,
10008905,Roger North,male,nobleman and administrator,1531,1600,,,
10001810,Sir Thomas Burnet,male,physician,1638,1704,,,
10006539,Thomas James,male,librarian and religious controversialist,1572,1629,,,
10013050,Johannes de Witt,male,humanist and visitor to London,1566,1622,,,
10011266,Matthew Smyth,male,,1533,1583,,,
10005905,John Heywood,male,playwright and epigrammatist,1496,1578,,,
10001663,Sir Samuel Browne,male,politician and judge,1598,1668,,,
10001483,Sir John Bramston the younger,male,politician and autobiographer,1611,1700,,,
10007534,Humphrey Llwyd,male,antiquary and map maker,1527,1568,,,
10001071,Joseph Bingham,male,ecclesiastical historian,1668,1723,,,
10006080,John Holles,male,landowner and politician,1527,1637,,,
10012024,John Towers,male,bishop of Peterborough,1539,1649,,,
10007136,Henry Langley,male,nonconformist minister,1610,1679,,,
10012155,Robert Turner,male,writer and translator of occult and medical works,1619,1664,,,
10012023,Nathaniel Tovey,male,Church of England clergyman,1597,1658,,,
10003024,Edward Croft,male,,1491,1601,,,
10010975,Sir Robert Sheffield,male,lawyer and speaker of the House of Commons,1462,1518,,,
10004767,Thomas Gemini,male,"engraver, printer, and instrument maker",1540,1562,,,
10003233,Michael Dalton,male,barrister and legal writer,1564,1644,,,
10004334,Richard Fitzjames,male,bishop of London,1412,1522,,,
10007428,Christian Lilly,male,military engineer,1628,1738,,,
10012553,William Warner,male,poet and lawyer,1558,1609,,,
10006717,William Jones,male,,1581,1636,,,
10007681,Roger Lupton,male,college head and founder of Sedbergh School,1456,1540,,,
10008225,William Meston,male,poet and teacher,1680,1745,,,
10012000,Jacob Tonson the younger,male,,1682,1735,,,
10002710,Sir James Colville of Easter Wemyss,male,administrator,1430,1540,,,
10012556,Elizabeth Warren,female,religious writer,1617,1727,,,
10000989,Charles Berkeley,male,courtier,1630,1665,,,
10005218,Lord John Grey,male,nobleman,1454,1564,,,
10002441,Arabella Churchill,female,mistress of King James II,1649,1730,,,
10000353,Robert Aske,male,lawyer and rebel,1500,1537,,,
10005824,Anne Herbert,female,,1514,1552,,,
10006179,Sir Owen Hopton,male,administrator,1519,1595,,,
10001197,Samuel Blower,male,clergyman and ejected minister,1591,1701,,,
10011586,John Stirling,male,principal of the University of Glasgow,1666,1738,,,
10001127,William Blackstone,male,settler in America and horticulturist,1596,1675,,,
10006934,Robert King,male,abbot of Thame and bishop of Oxford,1447,1557,,,
10003359,William Day,male,bishop of Winchester,1529,1596,,,
10009673,George Phillips,male,clergyman and colonist in America,1534,1644,,,
10005126,Samuel Grascome,male,nonjuring Church of England clergyman and religious controversialist,1641,1708,,,
10001289,Henry Booth,male,politician,1652,1694,,,
10002449,Sir Winston Churchill,male,politician and writer,1620,1688,,,
10012561,Thomas Warren,male,Presbyterian minister,1617,1694,,,
10009890,Charles Powlett,male,politician,1685,1754,,,
10004444,William Forbes,male,lawyer and jurist,1668,1745,,,
10012621,John Weaver,male,politician and government official,1575,1685,,,
10001880,Thomas Butler,male,nobleman,1531,1614,,,
10001747,Daniel Bull,male,clergyman and ejected minister,1633,1697,,,
10008238,Sir Gelly Meyrick,male,conspirator,1556,1601,,,
10000420,Ralph Austen,male,horticulturist and religious radical,1612,1676,,,
10005924,Samuel Hieron,male,Church of England clergyman and devotional writer,1572,1617,,,
10002041,Arthur Capel,male,politician and conspirator,1632,1683,,,
10009861,Francis Potter,male,"Church of England clergyman, instrument maker, and experimentalist",1594,1678,,,
10003512,John Dillingham,male,journalist,1639,1649,,,
10002798,William Cooper,male,bookseller and writer on the occult sciences,1639,1689,,,
10011654,Sir George Strode,male,royalist administrator,1583,1663,,,
10004454,William Ford,male,Church of England clergyman,1559,1616,,,
10000638,Nicholas Barham,male,serjeant-at-law,1520,1577,,,
10012629,George Webbe,male,Church of Ireland bishop of Limerick,1581,1642,,,
10004445,Sir Edward Ford,male,royalist army officer and inventor,1605,1670,,,
10050203,Anne Spelman,female,"Daughter of  Lady Townshend [Anne Townshend, née Bacon](1573–1622)
Wife of Sir John Spelman (1594–1643)",1595,1620,,,
10010022,George Puttenham,male,writer and literary critic,1529,1590,,,
10008904,Nathaniel North,male,pirate,1599,1709,,,
10010184,William Reeves,male,Church of England clergyman,1667,1726,,,
10004974,Thomas Goodwin,male,nonconformist minister,1600,1680,,,
10008820,Abraham Nicholas,male,writing-master,1692,1744,,,
10003698,Elizabeth Drury,female,NA,1592,1610,,,
10008273,William Middleton,male,printer,1437,1547,,,
10001795,Ulick Burke,male,landowner and politician,1604,1658,,,
10013051,Richard Witt,male,mathematician,1567,1624,,,
10000877,Thomas Bedford,male,Church of England clergyman and author,1543,1653,,,
10005554,Sir John Harman,male,naval officer,1563,1673,,,
10010452,Nicholas Roscarrock,male,Catholic activist and hagiographer,1548,1633,,,
10002206,Toby Caulfeild,male,politician,1621,1642,,,
10012521,John Ward,male,parliamentarian officer and poet,1599,1658,,,
10008933,Robert Norwood,male,parliamentarian army officer,1610,1654,,,
10010776,Henry Scobell,male,parliamentary official,1610,1660,,,
10011815,John Taylor,male,bishop of Lincoln,1444,1554,,,
10001288,George Booth,male,writer on divorce,1675,1758,,,
10007306,Alexander Leighton,male,religious controversialist,1570,1649,,,
10004607,John Fuller,male,college head,1448,1558,,,
10013137,Sir Christopher Wray,male,politician,1601,1646,,,
10009930,Ellis Price,male,administrator,1505,1594,,,
10011987,Kenelm Tomlinson,male,dancing-master and choreographer,1693,1754,,,
10006299,Thomas Howell,male,poet,1560,1581,,,
10003449,Sir Thomas Denys,male,administrator,1477,1561,,,
10002286,Sir Edward Chamberlayne,male,,1470,1541,,,
10000641,Sir Christopher Barker,male,herald,1440,1550,,,
10006471,Sir Henry Ingoldsby,male,army officer,1623,1701,,,
10003411,Gualter Delenus,male,theologian,1500,1563,,,
10006300,Thomas Howell,male,bishop of Bristol,1588,1650,,,
10006254,Henry Howard,male,"courtier, administrator, and author",1540,1614,,,
10000880,Sir Edmund Bedingfield,male,,1479,1553,,,
10012951,Maria Willoughby,female,noblewoman and courtier,1490,1539,,,
10007537,Wiliam Llyn,male,Welsh-language poet,1534,1580,,,
10002799,William Cooper,male,clergyman and ejected minister,1640,1681,,,
10012978,Thomas Wilson,male,Church of England clergyman and author,1562,1622,,,
10011562,John Stewart,male,magnate,1440,1512,,,
10010506,Henry Rowlands,male,Church of England clergyman and antiquary,1655,1723,,,
10010561,William Russell,male,lord deputy of Ireland,1553,1613,,,
10003521,Thomas Dillon,male,royalist army officer,1614,1673,,,
10003513,Theophilus Dillingham,male,college head,1613,1678,,,
10004290,Mary Fisher,female,Quaker missionary,1623,1698,,,
10005174,John Greenwood,male,schoolmaster,1539,1609,,,
10010054,Frances Radcliffe,female,"benefactor of Sidney Sussex College, Cambridge",1531,1589,,,
10012598,Thomas Watson,male,poet and translator,1555,1592,,,
10009119,Giles Oldisworth,male,Church of England clergyman,1619,1678,,,
10009273,Sir James Palmer,male,herald and miniature painter,1585,1658,,,
10012998,Richard Wingfield,male,army officer and administrator,1524,1634,,,
10002515,John Clayton,male,botanist,1694,1773,,,
10007375,John Leveson-Gower Earl Gower,male,politician,1694,1754,,,
10011564,John Stewart,male,,1507,1542,,,
10000882,Sir Henry Bedingfield,male,,1575,1685,,,
10004561,Abraham Fraunce,male,poet and lawyer,1559,1592,,,
10005742,William Hayne,male,headmaster,1521,1631,,,
10005925,Henry Higden,male,author and lawyer,1645,1755,,,
10003843,Erasmus Earle,male,lawyer and politician,1590,1667,,,
10001079,Samuel Birch,male,ejected minister and schoolmaster,1620,1680,,,
10012120,Queen Margaret of England,female,"queen of Scots, consort of James IV",1489,1541,,,
10000893,Thomas Beedome,male,poet,1531,1641,,,
10007028,Sir Francis Knollys,male,politician,1511,1596,,,
10012981,William Wilson,male,a founder of the Secession church,1690,1741,,,
10004456,Thomas Forde,male,writer and playwright,1647,1661,,,
10005316,John Guy,male,colonial governor,1575,1628,,,
10004309,George Fitzgerald,male,politician and army officer,1612,1660,,,
10004340,Charles FitzRoy,male,landowner,1662,1730,,,
10009588,John Perry,male,hydraulic engineer and writer,1669,1733,,,
10012811,Anne Whitehead,female,Quaker organizer and writer,1624,1686,,,
10008210,Edward Meredith,male,Jesuit,1648,1715,,,
10001601,Frances Brooke,female,courtier,1530,1592,,,
10010557,Patrick Russell,male,Roman Catholic archbishop of Dublin,1629,1692,,,
10006654,Robert Johnson,male,colonial governor,1676,1735,,,
10002800,Sir Charles Coote,male,soldier and political administrator,1532,1642,,,
10006522,Sir John Jacob,male,financier,1597,1666,,,
10004466,David Forrester,male,Church of Scotland minister,1588,1633,,,
10003108,Sir Dudley Cullum,male,horticultural writer,1657,1720,,,
10004447,Emanuel Ford,male,romance writer,1585,1599,,,
10012099,Nicholas Trott,male,jurist and politician in America,1663,1740,,,
10001715,Martin Bucer,male,theologian,1491,1551,,,
10000887,Sir Thomas Bedingfield,male,judge,1591,1661,,,
10010532,Thomas Rugg,male,diarist,1560,1670,,,
10001986,Archibald Campbell,male,politician,1682,1761,,,
10006523,Joseph Jacob,male,Independent minister,1667,1722,,,
10002875,John Cotgrave,male,anthologist,1611,1655,,,
10010062,Robert Radcliffe,male,soldier and courtier,1573,1629,,,
10012519,John Ward,male,pirate,1553,1623,,,
10005222,Richard Grey,male,Church of England clergyman and writer,1696,1771,,,
10004333,John Fitzjames,male,spy,1544,1654,,,
10008797,Thomas Newman,male,bookseller and publisher,1564,1594,,,
10004034,John Evans,male,army officer and politician in America,1678,1743,,,
10000871,Thomas Becon,male,theologian and Church of England clergyman,1512,1567,,,
10006081,John Holles,male,aristocrat,1595,1666,,,
10007329,Francis Lenton,male,poet,1629,1653,,,
10010913,Hugh Sexey,male,lawyer and benefactor,1509,1619,,,
10000423,Robert Austin,male,Church of England clergyman and political pamphleteer,1593,1661,,,
10010623,William Salesbury,male,translator and humanist scholar,1520,1580,,,
10003854,Richard Eaton,male,clergyman,1563,1616,,,
10012238,William Vallans,male,poet,1577,1590,,,
10006846,Walter Kennedy,male,poet,1455,1518,,,
10011460,Sir Michael Stanhope,male,courtier,1508,1552,,,
10005928,Francis Higgins,male,Church of Ireland clergyman and religious controversialist,1669,1728,,,
10002145,John Carteret,male,politician,1690,1763,,,
10013048,William Withers,male,child prophet and Church of England clergyman,1568,1647,,,
10001667,Thomas Browne,male,Church of England clergyman,1604,1673,,,
10010233,Aaron Rhames,male,printer,1624,1734,,,
10010098,Mary Ramsey,female,philanthropist,1491,1601,,,
10009277,Katherine Palmer,female,abbess of Syon,1466,1576,,,
10001000,Sir Robert Berkeley,male,judge,1584,1656,,,
10000990,George Berkeley,male,nobleman,1601,1658,,,
10005787,William Heminges,male,poet and playwright,1602,1649,,,
10009715,Richard Pike,male,soldier and adventurer,1620,1658,,,
10006526,Samuel Jacombe,male,clergyman,1628,1659,,,
10008817,Thomas Newton,male,translator and Church of England clergyman,1544,1607,,,
10005404,William Hall,male,Carthusian monk,1655,1718,,,
10010715,Sir John Savage,male,,1417,1527,,,
10012857,Richard Widmore,male,historian and librarian,1681,1764,,,
10001812,Sir Thomas Burnet,male,judge,1694,1753,,,
10012364,Augustine Vincent,male,herald and antiquary,1584,1626,,,
10009997,Samuel Pullen,male,archbishop of Tuam,1598,1667,,,
10009927,Anne Price,female,NA,1660,1680,,,
10007335,Agnes Leslie,female,noblewoman,1496,1606,,,
10008667,Sir Hugh Myddleton,male,NA,1560,1631,,,
10002042,Henry Capel,male,politician and government official,1638,1696,,,
10009217,Henry Oxburgh,male,Jacobite insurgent,1606,1716,,,
10008796,John Newman,male,Presbyterian minister,1677,1741,,,
10011273,Sir Thomas Smythe,male,merchant,1558,1625,,,
10001299,Richard Boreman,male,abbot of St Albans,1485,1558,,,
10000024,Patrick Abercromby,male,antiquary,1656,1716,,,
10008876,Robert Norman,male,maker of mathematical instruments,1560,1584,,,
10006046,Hans Holbein the younger,male,artist,1497,1543,,,
10007105,John Lamphire,male,college head and physician,1614,1688,,,
10003609,Sir George Douglas of Pittendriech,male,nobleman,1490,1552,,,
10012484,Nicholas Walsh,male,Church of Ireland bishop of Ossory,1475,1585,,,
10009279,Roger Palmer,male,diplomatist and Roman Catholic apologist,1634,1705,,,
10009681,Thomas Phillips,male,master carpenter,1689,1736,,,
10001198,Sir Thomas Bludworth,male,merchant and mayor of London,1623,1682,,,
10001290,Hester Booth,female,actress and dancer,1690,1773,,,
10001199,Nicholas Blundell,male,diarist and landowner,1669,1737,,,
10001895,Robert Byerley,male,"racehorse owner, army officer, and politician",1660,1714,,,
10010298,Mark Ridley,male,physician and writer on magnetism,1560,1624,,,
10007158,William Larner,male,printer and Leveller,1562,1672,,,
10005717,John Hay,male,landowner,1450,1508,,,
10005834,Sir John Herbert,male,civil lawyer,1540,1617,,,
10000552,Walter Balcanquhall,male,dean of Rochester,1586,1645,,,
10003667,Judith Drake,female,writer and medical practitioner,1696,1723,,,
10003154,William Cure the younger,male,,1522,1632,,,
10004904,Sir Edmund Berry Godfrey,male,magistrate,1621,1678,,,
10001858,John Bushnell,male,sculptor,1636,1701,,,
10000424,Samuel Austin,male,poet,1605,1715,,,
10002417,Hugh Cholmeley,male,religious controversialist,1574,1641,,,
10000941,Jean Belmaine,male,royal tutor,1546,1559,,,
10001897,Nicholas Byfield,male,Church of England clergyman and religious writer,1578,1622,,,
10009819,John Ponet,male,bishop of Winchester and religious controversialist,1514,1556,,,
10003700,Robert Drury,male,Roman Catholic priest,1567,1607,,,
10008345,James Molins,male,surgeon,1651,1689,,,
10005775,Sir John Heigham,male,landowner,1540,1626,,,
10000998,John Berkeley,male,naval officer,1663,1697,,,
10010495,John Row,male,historian and Church of Scotland minister,1568,1646,,,
10010663,William Sampson,male,Church of England clergyman,1635,1702,,,
10008546,Thomas Morton,male,bishop of Durham,1564,1659,,,
10007159,James Laroche,male,singer,1688,1710,,,
10008213,Francis Meres,male,writer and translator,1565,1647,,,
10011022,Thomas Sheridan,male,Jacobite official,1684,1746,,,
10000037,George Acworth,male,administrator and scholar,1534,1581,,,
10002181,David Casley,male,librarian,1681,1754,,,
10004168,John Fell Bishop of Oxford,male,bishop of Oxford,1625,1686,,,
10003557,George Bubb Dodington,male,politician and diarist,1690,1762,,,
10007481,Thomas Lister,male,politician,1597,1668,,,
10008354,Samuel Molyneux,male,astronomer and politician,1689,1728,,,
10005776,John Heigham,male,bookseller,1568,1634,,,
10006084,Sir William Holles,male,mayor of London,1471,1542,,,
10000890,William Bedwell,male,Arabist and mathematician,1563,1632,,,
10000318,Sir Thomas Arundell,male,administrator and convicted conspirator,1502,1552,,,
10011730,John Swan,male,Church of England clergyman and encyclopaedist,1605,1671,,,
10009684,Sir Constantine Phipps,male,lord chancellor of Ireland,1656,1723,,,
10006940,William King,male,Church of Ireland archbishop of Dublin,1650,1729,,,
10011573,Robert Stewart,male,,1470,1580,,,
10010977,Dominic Sheldon,male,army officer,1633,1721,,,
10003823,Sir Edward Dyer,male,courtier and poet,1543,1607,,,
10011205,Sir James Smith,male,politician and benefactor,1621,1681,,,
10011575,Robert Stewart,male,magnate,1533,1593,,,
10002054,Bampfylde Moore Carew,male,impostor,1693,1759,,,
10002298,Humphrey Chambers,male,Church of England clergyman,1599,1662,,,
10010265,Michael Richards,male,army officer,1673,1722,,,
10011278,Edmund Snape,male,Church of England clergyman and evangelical preacher,1565,1608,,,
10011732,Eyllaerdt Swanston,male,actor,1541,1651,,,
10001893,Edward Byam,male,Church of England clergyman,1583,1639,,,
10002044,William Capel,male,diplomatist and courtier,1697,1743,,,
10013145,Edward Wright,male,mathematician and cartographer,1561,1615,,,
10000553,Sir John Balchen,male,naval officer,1670,1744,,,
10000945,John Benbow,male,naval officer,1653,1702,,,
10007689,Henry Luttrell,male,army officer,1653,1717,,,
10009781,Oliver Plunket,male,Roman Catholic archbishop of Armagh,1625,1681,,,
10012708,Robert West,male,lawyer and conspirator,1649,1712,,,
10005224,Thomas Grey,male,magnate and courtier,1477,1530,,,
10011161,William Skinner,male,military engineer and army officer,1699,1780,,,
10002283,Robert Chamberlain,male,merchant and mathematician,1632,1696,,,
10006190,Robert Horne,male,bishop of Winchester,1513,1579,,,
10009982,Edmwnd Prys,male,Church of England clergyman and Welsh poet,1542,1623,,,
10011569,Matthew Stewart,male,magnate,1403,1513,,,
10011576,Sir Robert Stewart,male,royalist army officer,1560,1670,,,
10011819,Joseph Taylor,male,actor,1586,1652,,,
10003577,John Donne,male,poet and Church of England clergyman,1572,1631,,,
10006609,Sir Robert Jermyn,male,gentleman and patron of puritans,1538,1614,,,
10008199,Moses Mendez,male,playwright and poet,1690,1758,,,
10004688,Theophilus Garencieres,male,physician,1610,1680,,,
10006436,Thomas Hutton,male,Church of England clergyman and religious controversialist,1565,1639,,,
10011281,John Snell,male,educational benefactor,1628,1679,,,
10010528,Thomas Ruddiman,male,"printer, classical scholar, and librarian",1674,1757,,,
10000896,William Beeston,male,theatre impresario and actor,1610,1682,,,
10004451,Stephen Ford,male,Independent minister,1585,1695,,,
10003514,William Dillingham,male,Latin poet and anthologist,1617,1689,,,
10002209,Isaac de Caus,male,garden designer and architect,1589,1648,,,
10002516,Richard Clayton,male,college head,1502,1612,,,
10006679,Ambrose Jones,male,bishop of Kildare,1568,1678,,,
10009984,George Psalmanazar,male,impostor and author,1679,1763,,,
10005646,Sir Francis Hastings,male,politician and author,1546,1610,,,
10007037,John Knowles,male,antitrinitarian preacher and religious controversialist,1625,1677,,,
10000895,Christopher Beeston,male,actor and theatre impresario,1579,1638,,,
10008727,William Negus,male,Church of England clergyman,1559,1616,,,
10001453,Sir Roger Bradshaigh,male,politician and colliery owner,1628,1684,,,
10011616,William Stoughton,male,colonial official and preacher,1631,1701,,,
10003451,William Derham,male,Church of England clergyman and natural philosopher,1657,1735,,,
10008823,Degory Nicholls,male,college head,1545,1591,,,
10009666,Peter Philips,male,musician and composer,1560,1628,,,
10003824,Sir James Dyer,male,"judge, law reporter, and speaker of the House of Commons",1510,1582,,,
10000554,Sir Robert Baldock,male,judge,1624,1691,,,
10012176,Lawrence Twyne,male,translator,1564,1588,,,
10006694,John Jones,male,lawyer and physician,1644,1709,,,
10008302,John Mills,male,actor and theatre manager,1626,1736,,,
10009790,Jean Poingdestre,male,lieutenant-bailiff of Jersey and historian,1609,1691,,,
10013143,Abraham Wright,male,Church of England clergyman and author,1611,1690,,,
10004450,Simon Ford,male,Church of England clergyman,1618,1699,,,
10005649,Henry Hastings,male,landowner and eccentric,1562,1650,,,
10002212,Jean Cavalier,male,army officer and leader of the Camisard rising in France,1681,1740,,,
10008214,Sir Thomas Meres,male,politician,1634,1715,,,
10002146,Sir Philippe de Carteret,male,landowner and office-holder,1584,1643,,,
10006527,Thomas Jacombe,male,ejected minister,1623,1687,,,
10008770,Christopher Nevinson,male,civil lawyer and Benedictine monk,1441,1551,,,
10006668,Sir John Johnston,male,army officer and kidnapper,1647,1690,,,
10009402,Clement Paston,male,sea captain,1515,1598,,,
10011808,William Taverner,male,playwright,1677,1731,,,
10003825,John Dyer,male,newsletter writer,1653,1713,,,
10001978,Archibald Campbell,male,magnate,1403,1513,,,
10009985,Francesco Pucci,male,theological writer,1543,1597,,,
10012889,Henry Wilkinson,male,Church of England clergyman and ejected minister,1610,1675,,,
10006405,Henry Hurst,male,clergyman and ejected minister,1629,1690,,,
10008927,Samuel Norton,male,alchemist,1548,1621,,,
10001352,Margaret Bourchier,female,,1510,1562,,,
10012555,Arthur Warren,male,poet,1605,1605,,,
10012854,Sir Thomas Widdrington,male,politician and speaker of the House of Commons,1600,1664,,,
10002149,George Cartwright,male,playwright,1645,1661,,,
10008735,William Nelson,male,legal writer,1652,1762,,,
10001293,Sir Robert Booth,male,judge,1626,1681,,,
10001307,Charles George Borosky,male,murderer,1572,1682,,,
10009418,Richard Pates,male,bishop of Worcester,1503,1565,,,
10012573,Simon Wastell,male,schoolmaster,1522,1632,,,
10010274,John Richardson,male,Quaker minister,1667,1753,,,
10012849,Percival Wiburn,male,Church of England clergyman,1533,1606,,,
10003360,William Day,male,Church of England clergyman and biblical commentator,1605,1684,,,
10012577,Joan Waterhouse,female,,1547,1657,,,
10008606,John Mullins,male,Church of England clergyman,1481,1591,,,
10012632,William Webbe,male,author,1566,1591,,,
10012974,Nicholas Wilson,male,Church of England clergyman and religious activist,1438,1548,,,
10003452,Edward Dering,male,Church of England clergyman and evangelical preacher,1540,1576,,,
10001292,Robert Booth,male,translator and Church of England clergyman,1547,1657,,,
10006409,John Hussey,male,nobleman and alleged rebel,1465,1537,,,
10013102,John Woodhouse,male,Presbyterian minister and tutor,1627,1700,,,
10009986,Sir Henry Puckering,male,royalist army officer and local politician,1618,1701,,,
10002444,George Churchill,male,naval officer,1654,1710,,,
10004874,John Glanvill,male,poet and translator,1663,1735,,,
10001979,Archibald Campbell,male,magnate,1498,1558,,,
10005932,Bevil Higgons,male,historian and poet,1670,1736,,,
10001813,William Burnet,male,colonial governor,1688,1729,,,
10005401,Thomas Hall,male,,1657,1715,,,
10011373,John Spenser,male,college head,1558,1614,,,
10012944,John Willock,male,religious reformer,1475,1585,,,
10012586,Christopher Watson,male,historian and translator,1545,1580,,,
10001060,William Bill,male,dean of Westminster,1451,1561,,,
10006350,Charles Hulett,male,actor,1700,1735,,,
10013076,Richard Wolman,male,dean of Wells,1427,1537,,,
10007126,Gerard Langbaine,male,dramatic cataloguer and writer,1656,1692,,,
10001487,John Brand,male,Church of Scotland minister,1490,1600,,,
10002331,Nicholas Charles,male,herald,1582,1613,,,
10001080,Thomas Birch,male,parliamentarian army officer,1608,1678,,,
10009685,Sir William Phips,male,"adventurer, army officer, and colonial governor",1651,1695,,,
10012376,Christopher Vittels,male,religious separatist leader,1543,1579,,,
10005225,Thomas Grey,male,soldier and courtier,1575,1614,,,
10007581,Ann Long,female,celebrated beauty,1681,1711,,,
10002520,Robert Cleaver,male,radical puritan,1580,1604,,,
10002428,John Christison,male,Church of Scotland minister,1470,1580,,,
10006789,Robert Keith,male,diplomatist,1697,1774,,,
10007093,James Lambe,male,oriental scholar,1599,1664,,,
10007262,Mary Lee,female,actress,1670,1685,,,
10012593,Richard Watson,male,Church of England clergyman,1611,1685,,,
10001024,Richard Bertie,male,landowner and religious evangelical,1517,1582,,,
10010673,John Sanderson,male,Roman Catholic priest,1540,1602,,,
10004760,Sir Robert Geffery,male,merchant,1594,1704,,,
10006649,Robert Johnson,male,composer,1439,1549,,,
10005929,John Higgins,male,poet and linguist,1544,1620,,,
10007585,Sir Richard Long,male,,1494,1546,,,
10007978,Jeremiah Markland,male,classical scholar,1693,1776,,,
10000425,Samuel Austin,male,poet,1652,1671,,,
10001082,John Birchensha,male,musical theorist and teacher,1605,1681,,,
10001934,Edmund Calamy,male,clergyman and ejected minister,1634,1685,,,
10012768,William Whiston,male,natural philosopher and theologian,1667,1752,,,
10006790,William Keith,male,,1416,1526,,,
10001933,Edmund Calamy,male,clergyman and ejected minister,1600,1666,,,
10003346,Rowland Dawkins,male,parliamentarian army officer and deputy major-general,1618,1691,,,
10001030,Henry Best,male,landowner and farmer,1592,1645,,,
10005931,Francis Higginson,male,minister in America,1586,1630,,,
10003489,James Dickinson,male,Quaker preacher,1659,1741,,,
10011642,Peter Street,male,builder,1553,1609,,,
10006410,Sir William Hussey,male,merchant and diplomat,1640,1691,,,
10000644,Jane Barker,female,poet and novelist,1652,1732,,,
10008935,Angelo Notari,male,composer,1566,1663,,,
10005047,John Gostling,male,singer and Church of England clergyman,1649,1733,,,
10013033,Richard Wiseman,male,surgeon,1620,1676,,,
10009033,Charles O'Hara,male,army officer,1614,1724,,,
10001489,Thomas Brand,male,nonconformist minister,1635,1691,,,
10008774,John Newbery,male,traveller,1475,1585,,,
10005017,Sir Robert Gordon of Gordonstoun,male,historian and courtier,1580,1656,,,
10004987,Alexander Gordon,male,,1552,1594,,,
10004689,Anne Gargill,female,Quaker and writer,1625,1659,,,
10012544,Thomas Warmestry,male,dean of Worcester,1609,1665,,,
10002247,John Cecil,male,Roman Catholic priest and spy,1558,1626,,,
10011292,William Somer,male,court fool,1449,1559,,,
10004711,Sir Thomas Gascoigne,male,accused conspirator,1596,1686,,,
10009288,John Palsgrave,male,teacher and scholar of languages,1444,1554,,,
10005982,John Hilton,male,informer,1679,1688,,,
10000559,Sir Timothy Baldwin,male,lawyer,1619,1696,,,
10003974,John Endecott,male,colonial governor,1555,1665,,,
10007694,Thomas Lydiat,male,chronologist,1572,1646,,,
10004455,Thomas Forde,male,Roman Catholic priest and martyr,1472,1582,,,
10007323,Charles Lennox,male,landowner,1672,1723,,,
10004035,John Evans,male,Presbyterian minister and historian,1679,1730,,,
10007000,Sir Norton Knatchbull,male,politician and biblical scholar,1602,1685,,,
10010364,Ralph Robinson,male,clergyman,1614,1655,,,
10008941,Robert Nowell,male,NA,1459,1569,,,
10011574,Robert Stewart,male,bishop-elect of Caithness and magnate,1522,1586,,,
10006088,Richard Hollingworth,male,royalist writer,1639,1701,,,
10000740,Elizabeth Barton,female,Benedictine nun and visionary,1506,1534,,,
